"PitchNo","Date","Time","PAofInning","PitchofPA","Pitcher","PitcherId","PitcherThrows","PitcherTeam","Batter","BatterId","BatterSide","BatterTeam","PitcherSet","Inning","Top.Bottom","Outs","Balls","Strikes","TaggedPitchType","AutoPitchType","PitchClass","PitchCall","KorBB","TaggedHitType","PlayResult","OutsOnPlay","RunsScored","Notes","RelSpeed","arm_angle","arm_angle_180","arm_angle_savant","VertRelAngle","HorzRelAngle","SpinRate","SpinVeloRatio","SpinAxis","Tilt","SpinAxis_inferred","Tilt_inferred","RelHeight","RelSide","Extension","VertBreak","InducedVertBreak","HorzBreak","PlateLocHeight","PlateLocSide","ZoneSpeed","VertApprAngle","HorzApprAngle","ZoneTime","ExitSpeed","Angle","Direction","HitSpinRate","PositionAt110X","PositionAt110Y","PositionAt110Z","Distance","LastTrackedDistance","Bearing","HangTime","pfxx","pfxz","x0","y0","z0","vx0","vy0","vz0","ax0","ay0","az0","HomeTeam","AwayTeam","Stadium","Level","League","GameID","PitchUID","EffectiveVelo","MaxHeight","MeasuredDuration","SpeedDrop","PitchLastMeasuredX","PitchLastMeasuredY","PitchLastMeasuredZ","ContactPositionX","ContactPositionY","ContactPositionZ","GameUID","UTCDate","UTCTime","LocalDateTime","UTCDateTime","AutoHitType","System","HomeTeamForeignID","AwayTeamForeignID","GameForeignID","Catcher","CatcherId","CatcherThrows","CatcherTeam","PlayID","PitchTrajectoryXc0","PitchTrajectoryXc1","PitchTrajectoryXc2","PitchTrajectoryYc0","PitchTrajectoryYc1","PitchTrajectoryYc2","PitchTrajectoryZc0","PitchTrajectoryZc1","PitchTrajectoryZc2","HitSpinAxis","HitTrajectoryXc0","HitTrajectoryXc1","HitTrajectoryXc2","HitTrajectoryXc3","HitTrajectoryXc4","HitTrajectoryXc5","HitTrajectoryXc6","HitTrajectoryXc7","HitTrajectoryXc8","HitTrajectoryYc0","HitTrajectoryYc1","HitTrajectoryYc2","HitTrajectoryYc3","HitTrajectoryYc4","HitTrajectoryYc5","HitTrajectoryYc6","HitTrajectoryYc7","HitTrajectoryYc8","HitTrajectoryZc0","HitTrajectoryZc1","HitTrajectoryZc2","HitTrajectoryZc3","HitTrajectoryZc4","HitTrajectoryZc5","HitTrajectoryZc6","HitTrajectoryZc7","HitTrajectoryZc8","ThrowSpeed","PopTime","ExchangeTime","TimeToBase","CatchPositionX","CatchPositionY","CatchPositionZ","ThrowPositionX","ThrowPositionY","ThrowPositionZ","BasePositionX","BasePositionY","BasePositionZ","ThrowTrajectoryXc0","ThrowTrajectoryXc1","ThrowTrajectoryXc2","ThrowTrajectoryYc0","ThrowTrajectoryYc1","ThrowTrajectoryYc2","ThrowTrajectoryZc0","ThrowTrajectoryZc1","ThrowTrajectoryZc2","PitchReleaseConfidence","PitchLocationConfidence","PitchMovementConfidence","HitLaunchConfidence","HitLandingConfidence","CatcherThrowCatchConfidence","CatcherThrowReleaseConfidence","CatcherThrowLocationConfidence","HitType","zone_x","zone_y","xBA","x1B","x2B","x3B","xHR","xOut","xSLG","woba_weight","xwOBACON","Umpire","HomeTeamCode","AwayTeamCode","Code","PitchUUID","yt_RelSpeed","yt_RelHeight","yt_RelSide","yt_VertRelAngle","yt_HorzRelAngle","yt_ZoneSpeed","yt_PlateLocHeight","yt_PlateLocSide","yt_VertApprAngle","yt_HorzApprAngle","yt_ZoneTime","yt_HorzBreak","yt_InducedVertBreak","yt_OutOfPlane","yt_FSRI","yt_EffectiveSpin","yt_GyroSpin","yt_Efficiency","yt_SpinComponentX","yt_SpinComponentY","yt_SpinComponentZ","yt_HitVelocityX","yt_HitVelocityY","yt_HitVelocityZ","yt_HitLocationX","yt_HitLocationY","yt_HitLocationZ","yt_GroundLocationX","yt_GroundLocationY","yt_HitBreakX","yt_HitBreakY","yt_HitBreakT","yt_HitSpinComponentX","yt_HitSpinComponentY","yt_HitSpinComponentZ","yt_SessionName","Note","yt_PitchSpinConfidence","yt_PitchReleaseConfidence","yt_HitSpinConfidence","yt_EffectiveBattingSpeed","yt_ReleaseAccuracy","yt_ZoneAccuracy","yt_SeamLat","yt_SeamLong","yt_ReleaseDistance","filter_col","barrel","sweetspot","HitDirection1","HitDirection2","hc_x","hc_y","launch_speed","launch_angle","bbe","hardhit","weakhit","whiff","swing","take","in_zone","SEASON","yt_AeroModel","local_vid_file","arm_length","height_inches","shoulder_pos","run_value","total_bases","woba_value","tj_stuff_plus"
252,"2024-05-11","10:13:11 PM",8,1,"Nick MacDonald","Nickma00wwt","Right","Washington Wild Things","Brett Milazzo","bretmi00scb","Left","Schaumburg Boomers","",8,"Top",2,0,0,"Fastball","Fastball","Fastballs","StrikeCalled","","","",,,,89.64448485,,,,0.144028495,-2.768349204,,,,"",,"",5.151616791,1.198997653,6.135595387,,,,1.902290854,-0.224370014,82.61252955,-6.724031438,-2.172016381,,,,,,,,,,,,,,,,,,,,,,,,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","d5863300-af30-485a-bb60-5c68165cf5c7",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:13:11",1715479991,1715479991,,"Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,1.82,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"d5863300-af30-485a-bb60-5c68165cf5c7",89.80180819,5.147336567,1.198997653,0.196767271,-2.768349204,82.74028062,1.906299106,-0.224370014,-6.662929034,-2.172016381,0.422096178,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"high","high",,,54.73140656,"All",,,"","",,,,,,,,0,0,1,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0369A.mp4",28.47,73,51.1,-0.0164085,,,
253,"2024-05-11","10:13:33 PM",8,2,"Nick MacDonald","Nickma00wwt","Right","Washington Wild Things","Brett Milazzo","bretmi00scb","Left","Schaumburg Boomers","",8,"Top",2,0,2,"Fastball","Fastball","Fastballs","StrikeCalled","Strikeout","","StrikeoutLooking",,,,90.74393852,54.8676566251387,234.867656625139,35.1323433748613,1.518923005,-1.566561416,2347.202353,25.8662164248323,219.8768806,"1:15",215.90009667259,"1:12",5.09740295,1.192443879,6.06931329,-16.31074128,17.31754597,12.53585718,2.867479534,1.107844644,83.52319448,-5.016359667,0.232816317,0.420496753,,,,,,,,,,,,-7.455717255,8.813280498,-1.069316773,50,5.214232292,3.162373495,-131.953,2.923925275,-13.11091096,28.7617697,-16.6758578,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","7bb153ad-3a0f-49df-afaf-f4b1cd5e679c",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:13:33",1715480013,1715480013,,"Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"7bb153ad-3a0f-49df-afaf-f4b1cd5e679c",90.91679728,5.099338683,1.197804147,1.494280488,-1.63254573,83.66644365,2.866463664,1.103724058,-5.031195296,0.169409049,0.420361838,13.14347706,16.60694654,-22.89910726,74.18502071,2162.222779,-913.318969,92.11914671,-0.706944367,-0.3891096,-0.590612716,,,,,,,,,,,,,,,,,0.779299519,1,,,"high","high",23.23348136,75.61193797,54.79768866,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0370A.mp4",28.47,73,51.1,-0.13222451,,,82.5366655128476
254,"2024-05-11","10:14:13 PM",8,3,"Nick MacDonald","Nickma00wwt","Right","Washington Wild Things","Brett Milazzo","bretmi00scb","Left","Schaumburg Boomers","",8,"Top",2,1,1,"Fastball","Fastball","Fastballs","InPlay","","LineDrive","Single",0,0,"B. Milazzo singled to left field; C. Fedko advanced to second.",90.69831131,55.8789498169995,235.878949816999,34.1210501830005,1.797390917,-1.840216584,2194.53346,24.1959682413408,217.179975,"1:15",213.153507609587,"1:06",5.105841421,1.250774124,5.049354509,-16.46615429,18.37541602,12.00325099,2.921601186,0.396952326,83.58621716,-5.029319236,-0.813155493,0.429249209,83.50149048,13.09071687,-25.90298099,,-48.11960239,98.91665111,12.75698499,176.5158851,,-25.92689356,1.735250422,-7.018521756,8.918437006,-1.074846887,50,5.273337108,3.729510469,-131.6287436,3.443418616,-12.2788105,28.67797758,-16.57136262,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","6b285410-b548-4304-812d-3cc7430a5832",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:14:13",1715480053,1715480053,"LineDrive","Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LineDrive",0.55,3.17,0.560248,0.551932,0.074656,0.002705,0,0.370707,0.709359,0.976224606747849,0.643764831457843,"Dalton Phillips","WWT","BOOM",319,"6b285410-b548-4304-812d-3cc7430a5832",90.88073129,5.107880499,1.255974065,1.771854496,-1.903106649,83.73652351,2.920525718,0.393009686,-5.044712923,-0.872890285,0.429103882,12.5932856,17.65072922,-21.99809259,69.23776539,2034.763356,-822.0189726,92.71963236,-0.738735491,-0.37457573,-0.560323921,-35.52955558,73.16054429,18.91254481,-0.373493502,0.584428953,2.837379445,-77.17697709,158.7500297,,,,,,,,,0.555789103,1,,43.78075294,"high","high",27.68601115,-47.40345767,55.81764744,"All",0,"SweetSpot","Left","LeftCenter",-77.1769770605909,158.750029620235,84,13,1,0,1,0,1,0,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0371A.mp4",28.47,73,51.1,0.56779397,1,0.9935849,95.7621400912961
255,"2024-05-11","10:15:00 PM",9,1,"Nick MacDonald","Nickma00wwt","Right","Washington Wild Things","Allante Hall","allaha00scb","Right","Schaumburg Boomers","",8,"Top",2,0,1,"Slider","Slider","BreakingBalls","StrikeCalled","","","",,,,83.60255858,,,,3.408316504,1.127597936,,,,"",,"",5.070669164,0.982509402,6.405528337,,,,2.83875848,0.512042979,80.5516066,-6.252004801,-1.87173649,,,,,,,,,,,,,,,,,,,,,,,,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","e9f47711-efb9-4e95-a959-669af86c0dbe",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:15:00",1715480100,1715480100,,"Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0.55,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"e9f47711-efb9-4e95-a959-669af86c0dbe",83.75638084,5.06585612,0.982509402,3.467878769,1.127597936,80.67537194,2.84284164,0.512042979,-6.188483382,-1.87173649,0.430347934,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"high","high",,,54.46147361,"All",,,"","",,,,,,,,0,0,1,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0372A.mp4",28.47,73,51.1,-0.15492892,,,
256,"2024-05-11","10:15:18 PM",9,2,"Nick MacDonald","Nickma00wwt","Right","Washington Wild Things","Allante Hall","allaha00scb","Right","Schaumburg Boomers","",8,"Top",2,0,1,"Slider","Curveball","BreakingBalls","StrikeSwinging","","","",,,,79.19440606,49.1594015938679,229.159401593868,40.8405984061321,1.751261033,-1.142001171,2542.604838,32.1058640944115,37.46907479,"7:15",50.1623590468076,"7:40",5.077126097,0.947222801,6.277542244,-51.8248869,-7.25148281,-8.691882464,0.704144316,-0.72281504,73.7524955,-10.58369618,-4.374206294,0.480517738,,,,,,,,,,,,4.361002192,-4.435331132,-0.850792866,50,5.188008296,2.545052836,-115.1795529,2.037481975,5.824522633,22.54737526,-38.09784541,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","eee2b1e9-96fb-4210-ac7f-a61cfb5044b2",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:15:18",1715480118,1715480118,,"Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",-0.55,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"eee2b1e9-96fb-4210-ac7f-a61cfb5044b2",79.29394109,5.067444739,0.949325871,1.87174631,-1.168621567,73.80810821,0.712233967,-0.723996799,-10.46199124,-4.392165238,0.480423102,-8.443073092,-9.822000366,-58.36388854,73.05006576,1333.653718,-2164.764912,52.45226068,0.416304048,-0.85139652,0.319084479,,,,,,,,,,,,,,,,,0.984760914,1,,,"high","high",24.25494082,7.981320582,54.5894597,"Whiff",,,"","",,,,,,,,1,1,0,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0373A.mp4",28.47,73,51.1,-0.15492892,,,89.0243476435189
257,"2024-05-11","10:15:52 PM",9,3,"Nick MacDonald","Nickma00wwt","Right","Washington Wild Things","Allante Hall","allaha00scb","Right","Schaumburg Boomers","",8,"Top",2,0,2,"Slider","Curveball","BreakingBalls","BallCalled","","","",,,,78.72508809,48.6601142296651,228.660114229665,41.3398857703349,4.888173699,-0.112038722,2486.176901,31.5804905566794,41.7091637,"7:30",49.6820358230545,"7:39",5.205939469,1.077124254,6.090465466,-55.36781806,-10.2647486,-12.09608574,3.866537993,0.934753751,72.29868682,-7.724056888,-2.461919937,0.486183694,,,,,,,,,,,,6.122866147,-7.000284184,-1.060757206,50,5.580114511,0.56033382,-114.1360736,8.114219976,8.045632267,21.7647053,-41.37263583,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","5765c80d-c30e-4a38-9329-171a7a66c87e",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:15:52",1715480152,1715480152,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"5765c80d-c30e-4a38-9329-171a7a66c87e",78.81611933,5.194407864,1.077555872,5.029316049,-0.117609428,72.33685969,3.875789609,0.93474829,-7.583779853,-2.461819695,0.486107954,-12.06956952,-13.10293662,-44.19544987,86.91674325,1782.504223,-1733.134236,71.69659658,0.535237877,-0.697108172,0.477033134,,,,,,,,,,,,,,,,,0.875267957,1,,,"high","high",11.77493108,17.71261974,54.77653648,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0374A.mp4",28.47,73,51.1,0.02636382,,,104.531406081002
258,"2024-05-11","10:16:12 PM",9,4,"Nick MacDonald","Nickma00wwt","Right","Washington Wild Things","Allante Hall","allaha00scb","Right","Schaumburg Boomers","",8,"Top",2,1,2,"Fastball","Changeup","Offspeed","BallCalled","","","",,0,,86.70626335,,,,0.810866119,-2.095609541,,,,"",,"",,,,,,,1.717742598,-0.718589216,80.7149849,-7.498722205,-3.298199493,0.438625125,,,,,,,,,,,,-0.143200314,-1.22524075,-0.83703058,50,5.095568708,4.641400756,-126.1067809,0.559277388,-0.229728897,26.55017178,-34.13964029,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","de05a5f7-04e2-4653-9176-bfe03eea5640",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:16:12",1715480172,1715480172,,"Yakkertech",,,,"J.C. Santini","jc--sa00wwt",,"Washington Wild Things",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",-0.55,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"de05a5f7-04e2-4653-9176-bfe03eea5640",86.8478261,5.047056042,1.003183494,0.880310708,-2.062865876,80.82399785,1.722844379,-0.716644713,-7.421235424,-3.268468227,0.438503753,-1.15912732,-3.65358346,74.96537018,84.69229499,219.1709043,815.9839316,25.94027963,0.23456635,0.965769222,0.110762981,,,,,,,,,,,,,,,,,0.871203205,1,,,"high","high",13.77693451,46.70045149,54.59936812,"All",,,"","",,,,,,,,0,0,1,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0375A.mp4",28.47,73,51.1,0.0020866,,,
259,"2024-05-11","10:16:40 PM",9,5,"Nick MacDonald","Nickma00wwt","Right","Washington Wild Things","Allante Hall","allaha00scb","Right","Schaumburg Boomers","",8,"Top",0,2,2,"Fastball","Fastball","Fastballs","StrikeSwinging","Strikeout","","StrikeoutLooking",1,,"A. Hall struck out swinging. (3 out)",89.98029219,49.7088150431901,229.70881504319,40.2911849568099,1.967051007,-1.422370514,2234.885135,24.8374958627704,215.7584301,"1:15",210.057030736805,"1:00",5.088183267,0.978830703,6.029852813,-17.53915496,15.71028313,9.091198336,3.13333783,-0.340779722,84.03909324,-4.536932209,-1.911178741,0.424503134,,,,,,,,,,,,-5.690596671,7.644834279,-0.864915777,50,5.242162477,2.911781776,-130.8097465,3.831359878,-9.832318453,28.31703885,-18.96516315,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","7b0e36de-0ae1-4c50-b0cb-b7feb64f79ee",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:16:40",1715480200,1715480200,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",-0.55,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"7b0e36de-0ae1-4c50-b0cb-b7feb64f79ee",90.15890845,5.089459716,0.983595179,1.950349196,-1.481297893,84.19194278,3.132689611,-0.344306072,-4.54592099,-1.965103603,0.42436042,9.607509153,14.9511944,-39.59337947,53.74603131,1722.173182,-1424.370422,77.05868881,-0.625322021,-0.637334957,-0.450307143,,,,,,,,,,,,,,,,,0.760532769,1,,,"high","high",41.62857182,81.83748238,54.83714913,"Whiff",,,"","",,,,,,,,1,1,0,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0376A.mp4",28.47,73,51.1,-0.16067493,,,102.027748775421
260,"2024-05-11","10:19:12 PM",1,2,"Matt Helwig","Matthe00scb","Right","Schaumburg Boomers","Andrew Czech","andrcz00wwt","Left","Washington Wild Things","",8,"Bottom",0,0,0,"Slider","Slider","BreakingBalls","StrikeCalled","","","",,,,79.22690761,,,,3.137028729,-3.356236589,,,,"",,"",,,,,,,2.777006712,0.017674652,72.9634614,-8.571331214,-3.906545149,0.483157685,,,,,,,,,,,,1.321816216,-13.55110338,-2.423362469,50,5.268985236,6.863723746,-114.8893279,4.322146913,1.750952851,23.06017276,-50.12461094,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","064ad45b-08b4-4de5-99f8-d04c73614388",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:19:12",1715480352,1715480352,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",0,2.5,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"064ad45b-08b4-4de5-99f8-d04c73614388",79.24193724,5.035867918,2.700782418,3.332272863,-3.355864973,72.9270528,2.789106524,0.017723642,-8.389940533,-3.905762116,0.483159134,-4.349883116,-26.68697719,-6.94137608,55.17407223,3239.85413,-394.43956,99.26703263,0.980379778,-0.120853727,0.155723693,,,,,,,,,,,,,,,,,0.977132484,1,,,"high","high",40.343335,-66.26665029,54.68746251,"All",,,"","",,,,,,,,0,0,1,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0377A.mp4",27.69,71,49.7,-0.0164085,,,
261,"2024-05-11","10:19:30 PM",1,3,"Matt Helwig","Matthe00scb","Right","Schaumburg Boomers","Andrew Czech","andrcz00wwt","Left","Washington Wild Things","",8,"Bottom",0,0,1,"Cutter","Changeup","Offspeed","BallCalled","","","",,,,84.81086476,,,,0.774900631,-4.390472929,,,,"",,"",,,,,,,1.237020187,0.930103217,77.45616882,-7.646658686,-2.977538107,0.446629938,,,,,,,,,,,,6.946641363,2.132203171,-2.443518995,50,5.012822059,1.481169546,-122.856502,-3.170462272,10.57592965,25.22391787,-28.92787211,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","3796f933-d93a-43c8-94e6-3b54d37a340d",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:19:30",1715480370,1715480370,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"3796f933-d93a-43c8-94e6-3b54d37a340d",84.94673177,4.571050818,2.953116852,0.815916466,-4.2848829,77.55934607,1.239995671,0.936432019,-7.600905917,-2.879389574,0.446517486,-14.62212632,0.321298457,52.5317084,7.676340023,1711.794051,2233.411606,,-0.0903581,0.793690122,0.601574105,,,,,,,,,,,,,,,,,0.648303317,1,,,"high","high",83.09129398,-2.137135282,54.15163351,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0378A.mp4",27.69,71,49.7,0.01963177,,,
262,"2024-05-11","10:19:44 PM",1,4,"Matt Helwig","Matthe00scb","Right","Schaumburg Boomers","Andrew Czech","andrcz00wwt","Left","Washington Wild Things","",8,"Bottom",0,1,1,"Cutter","Changeup","Offspeed","BallCalled","","","",,,,84.18083212,,,,0.240443679,-6.090434307,,,,"",,"",4.644978141,2.6729282,7.010020758,,,,0.483259488,-1.191380643,77.77143484,-8.9432816,-4.550226586,,,,,,,,,,,,,,,,,,,,,,,,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","5f637bf9-fc34-468e-ab24-549cc19486ac",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:19:44",1715480384,1715480384,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"5f637bf9-fc34-468e-ab24-549cc19486ac",84.32712865,4.640029314,2.6729282,0.299887778,-6.090434307,77.88084094,0.487617202,-1.191380643,-8.876073024,-4.550226586,0.444714804,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,"high","high",,,53.85698119,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0379A.mp4",27.69,71,49.7,-0.00399754,,,
263,"2024-05-11","10:20:00 PM",1,5,"Matt Helwig","Matthe00scb","Right","Schaumburg Boomers","Andrew Czech","andrcz00wwt","Left","Washington Wild Things","",8,"Bottom",0,2,1,"Fastball","Fastball","Fastballs","BallCalled","","","",,,,87.09578224,,,,1.588871476,-1.734767552,,,,"",,"",,,,,,,3.755641298,1.952263987,79.92859723,-5.04294557,-0.833460733,0.432288889,,,,,,,,,,,,-4.391815594,-3.300705717,-3.198427383,50,4.880278925,4.56475757,-127.4236329,4.652104292,-7.202786676,26.79213707,-37.58736411,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","14618cee-69e3-4e06-b0be-97bc7c2af279",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:20:00",1715480400,1715480400,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",2,2,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"14618cee-69e3-4e06-b0be-97bc7c2af279",87.22501107,5.238257234,2.48996044,1.666313057,-1.794155505,80.02672042,3.761103749,1.948455227,-4.95843948,-0.892258339,0.432191951,7.313383124,-6.642992552,-50.96386916,8.603075285,731.1996391,-901.7930215,62.98103296,0.428021389,-0.776748961,-0.462015954,,,,,,,,,,,,,,,,,0.75367664,1,,,"high","high",82.25723224,-21.00359025,54.39516749,"All",,,"","",,,,,,,,0,0,1,0,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0380A.mp4",27.69,71,49.7,0.17863128,,,
264,"2024-05-11","10:20:17 PM",1,6,"Matt Helwig","Matthe00scb","Right","Schaumburg Boomers","Andrew Czech","andrcz00wwt","Left","Washington Wild Things","",8,"Bottom",0,2,1,"Cutter","Slider","BreakingBalls","StrikeCalled","","","",,,,80.77812665,73.7636394178475,253.763639417847,16.2363605821525,3.284013464,-4.492897324,1975.329794,24.4537707906847,53.36319438,"7:45",86.0076081079345,"8:52",4.951110299,2.779538094,6.409424906,-43.49777721,-0.456337131,-6.538401612,2.905804345,-0.486401319,73.77317552,-7.672731598,-4.701906587,0.471624979,,,,,,,,,,,,1.672676449,-1.048290537,-2.426305432,50,5.184428435,9.3531232,-117.0392487,5.511165662,2.308532275,23.12182605,-33.62084017,"Washington Wild Things","Schaumburg Boomers","con04","Independent","Frontier","c176f84c-b263-45ac-8b0f-60ef817a9d19","b82e0182-5bf1-4f47-a4fa-262161dea501",,,,,,,,,,,"c176f84c-b263-45ac-8b0f-60ef817a9d19",19855,"02:20:17",1715480417,1715480417,,"Yakkertech",,,,"Allante Hall","allaha00scb",,"Schaumburg Boomers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"",-0.55,3.17,,,,,,,,0,,"Dalton Phillips","WWT","BOOM",319,"b82e0182-5bf1-4f47-a4fa-262161dea501",80.91980872,4.944376681,2.782021279,3.365507805,-4.523607631,73.86798984,2.911871228,-0.487944439,-7.579266742,-4.725538925,0.471496311,-6.270138976,-2.701635935,-72.194418,69.11664304,604.0322524,-1880.710725,30.57880533,0.182476105,-0.95209961,0.245374825,,,,,,,,,,,,,,,,,0.973280022,1,,,"high","high",27.79502126,5.462256379,54.45757704,"All",,,"","",,,,,,,,0,0,1,1,2024,"2022-11","H:\VID2024\05\11\0410550\0410550L\0381A.mp4",27.69,71,49.7,-0.14211272,,,101.10916190404
